City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
Chennai,Car,Snowy,Booming,Tuesday,17,26.4231,1,0,13.2116,0.8678
Mumbai,Rickshaw,Snowy,Stable,Tuesday,20,53.8367,0,0,64.604,1
Bengalore,Bike,Storm,Stable,Wednesday,16,61.4757,0,1,58.8285,0.1588
Delhi,Car,Hot,Recession,Sunday,23,16.1177,0,0,9.1578,0.3884
Bengalore,Bike,Snowy,Booming,Tuesday,21,40.9843,0,0,36.3143,0.2581
Mumbai,Car,Clear,Booming,Sunday,2,102.126,0,0,51.063,0.4465
Kolkata,Bike,Hot,Booming,Sunday,9,116.2821,0,0,105.711,0.0465
Chennai,Bike,Snowy,Stable,Saturday,23,55.1119,0,0,44.0895,0.3705
Bengalore,Car,Clear,Stable,Thursday,2,78.8634,0,0,44.8087,0.4175
Chennai,Car,Hot,Recession,Sunday,18,34.4763,0,0,17.2381,0.2324
Pune,Bike,Storm,Stable,Thursday,3,59.298,0,0,47.4384,0.143
Pune,Bike,Rainy,Recession,Tuesday,12,47.2969,0,0,37.8375,0.0601
Chennai,Bike,Hot,Booming,Sunday,21,40.0088,0,0,40.0088,0.6421
Pune,Bike,Hot,Booming,Monday,11,38.3076,0,0,30.6461,0.4102
Bengalore,Bike,Hot,Stable,Tuesday,16,55.7608,0,0,50.6916,0.2788
Bengalore,Bike,Hot,Recession,Thursday,6,51.8282,0,1,47.1165,0.1384
Pune,Bike,Snowy,Booming,Monday,19,49.8439,0,0,44.3057,0.2173
Kolkata,Bike,Rainy,Recession,Monday,6,67.5295,0,0,64.6216,0.0121
Delhi,Bike,Snowy,Recession,Wednesday,5,63.5712,0,0,60.8337,0.3493
Mumbai,Bike,Storm,Stable,Sunday,22,50.5978,0,1,40.4783,0.5825
Bengalore,Bike,Snowy,Recession,Wednesday,11,94.3043,0,0,90.2434,0.121
Delhi,Car,Snowy,Recession,Saturday,18,22.9181,0,0,13.707,0.3992
Chennai,Bike,Hot,Booming,Wednesday,17,48.8155,1,1,39.0524,0.4687
Bengalore,Bike,Clear,Stable,Monday,7,94.7028,1,0,68.8748,0.1935
Kolkata,Bike,Storm,Stable,Thursday,12,36.8236,0,0,35.2379,0.1163
Bengalore,Bike,Storm,Booming,Saturday,14,23.8765,1,0,18.2787,0.1779
Bengalore,Bike,Hot,Stable,Sunday,14,110.8486,1,0,80.6171,0.1896
Chennai,Bike,Hot,Booming,Friday,4,104.3958,0,0,83.5167,0.846
Pune,Rickshaw,Storm,Recession,Thursday,19,14.5907,0,0,17.5089,0.1344
Kolkata,Bike,Snowy,Recession,Monday,4,19.5427,0,0,18.7011,0.051
Mumbai,Bike,Clear,Recession,Tuesday,4,36.992,0,0,29.5936,0.1079
Mumbai,Car,Hot,Recession,Thursday,22,79.6026,0,0,39.8013,0.0375
Kolkata,Car,Rainy,Stable,Thursday,19,59.3806,0,0,35.5147,0.0924
Pune,Car,Snowy,Recession,Tuesday,10,74.3975,0,0,37.1988,0.0679
Kolkata,Bike,Rainy,Stable,Sunday,19,43.9421,0,0,42.0498,0.0822
Bengalore,Bike,Storm,Booming,Wednesday,8,25.9158,1,0,19.8399,0.2943
Mumbai,Bike,Rainy,Recession,Friday,10,21.5496,0,0,17.2397,0.0848
Chennai,Car,Clear,Recession,Sunday,3,72.654,0,1,36.327,0.3259
Bengalore,Bike,Snowy,Stable,Wednesday,17,63.5508,1,0,48.6513,0.1737
Delhi,Bike,Hot,Stable,Thursday,16,51.8312,0,0,47.1193,0.6784
Kolkata,Bike,Hot,Booming,Friday,21,30.1579,0,0,23.4327,0.128
Chennai,Rickshaw,Rainy,Booming,Tuesday,6,24.4738,0,0,29.3686,0.5464
Bengalore,Bus,Hot,Stable,Tuesday,2,53.8526,0,0,61.1962,0.302
Kolkata,Bike,Snowy,Recession,Sunday,5,32.3441,0,0,30.9513,0.0108
Bengalore,Car,Hot,Stable,Friday,0,62.8676,0,0,49.6114,0.2039
Pune,Bike,Storm,Recession,Monday,5,39.6993,0,0,31.7594,0.1153
Mumbai,Car,Hot,Stable,Tuesday,3,65.7215,0,0,32.8607,0.1917
Kolkata,Car,Hot,Stable,Saturday,6,32.5101,0,0,18.4716,0.1058
Delhi,Car,Clear,Stable,Wednesday,13,86.4325,0,0,49.1094,0.38
Mumbai,Bike,Rainy,Booming,Friday,3,64.5292,0,0,51.6234,0.2463
Kolkata,Car,Storm,Recession,Thursday,17,116.941,1,0,55.9526,0.0396
Pune,Rickshaw,Snowy,Recession,Tuesday,17,52.6985,1,0,63.2382,0.0846
Kolkata,Bike,Hot,Stable,Saturday,2,29.9014,0,1,30.2035,0.111
Bengalore,Bike,Storm,Stable,Thursday,11,61.596,0,1,81.866,0.2757
Bengalore,Bike,Clear,Recession,Tuesday,18,38.4769,1,0,25.9104,0.0447
Pune,Bike,Rainy,Recession,Sunday,3,46.8744,0,0,37.4995,0.0502
Kolkata,Bike,Rainy,Booming,Tuesday,10,28.4365,0,0,27.212,0.0901
Pune,Bus,Snowy,Recession,Tuesday,4,44.3797,0,0,44.3797,0.1369
Bengalore,Bike,Clear,Recession,Monday,13,87.8621,0,0,79.8747,0.0496
Kolkata,Bike,Storm,Booming,Tuesday,1,70.6791,0,1,67.6355,0.0707
Kolkata,Bike,Snowy,Recession,Thursday,10,21.5583,0,0,20.63,0.0492
Mumbai,Car,Rainy,Booming,Saturday,7,91.3935,0,0,45.6968,0.4432
Kolkata,Bike,Snowy,Booming,Friday,22,63.5978,0,0,60.8592,0.0817
Pune,Bike,Hot,Booming,Monday,1,96,0,0,89.9986,0.2088
Chennai,Bike,Hot,Booming,Wednesday,19,55.5056,0,0,49.3383,0.6538
Chennai,Bike,Clear,Stable,Monday,9,75.2561,0,0,60.2049,0.4707
Pune,Bike,Storm,Stable,Tuesday,19,27.7643,0,0,24.6794,0.3039
Pune,Bike,Snowy,Stable,Thursday,7,27.3064,1,0,21.8451,0.1848
Bengalore,Bike,Rainy,Booming,Saturday,22,43.9082,0,0,42.0174,0.1876
Chennai,Bike,Storm,Recession,Tuesday,1,103.7955,0,0,83.0364,0.1544
Mumbai,Bike,Clear,Booming,Sunday,20,68.5814,0,0,54.8651,0.3938
Mumbai,Bike,Snowy,Booming,Saturday,17,64.8372,0,0,51.8697,0.2116
Kolkata,Bike,Storm,Booming,Monday,23,66.2413,0,0,63.3888,0.0384
Chennai,Bike,Snowy,Stable,Sunday,14,43.1546,1,0,34.5237,0.3414
Chennai,Car,Rainy,Stable,Friday,19,45.484,0,0,22.742,0.3474
Chennai,Rickshaw,Snowy,Stable,Monday,9,46.9161,0,0,56.2994,0.7262
Pune,Bike,Hot,Recession,Thursday,7,26.9287,1,0,21.543,0.0966
Delhi,Car,Clear,Stable,Saturday,11,40.4063,0,0,22.9581,0.6259
Mumbai,Bike,Rainy,Booming,Saturday,18,49.2612,0,0,39.4089,0.5159
Chennai,Rickshaw,Snowy,Recession,Monday,21,50.0819,0,0,66.7759,0.1991
Chennai,Rickshaw,Clear,Recession,Thursday,23,32.5284,0,0,39.0341,0.2183
Pune,Car,Rainy,Stable,Monday,19,45.1005,0,0,22.5503,0.2041
Pune,Car,Snowy,Recession,Sunday,10,38.9344,0,0,19.4672,0.0994
Mumbai,Car,Clear,Stable,Sunday,18,98.7798,0,0,49.3899,0.6947
Bengalore,Bike,Rainy,Recession,Saturday,4,72.7388,0,0,69.6065,0.0612
Delhi,Bike,Rainy,Booming,Sunday,14,108.3456,1,0,89.7651,0.4543
Kolkata,Bike,Storm,Stable,Saturday,0,67.7293,0,0,64.8127,0.0883
Kolkata,Bike,Rainy,Recession,Friday,10,23.7917,0,0,22.7672,0.0225
Kolkata,Bike,Hot,Stable,Tuesday,12,108.0741,0,0,98.2492,0.1164
Kolkata,Bike,Rainy,Recession,Tuesday,16,61.182,0,0,58.5473,0.0156
Pune,Bike,Clear,Recession,Thursday,16,31.054,0,0,24.8432,0.0489
Mumbai,Bike,Rainy,Recession,Thursday,5,98.9056,0,0,79.1244,0.2277
Chennai,Bike,Storm,Booming,Saturday,10,108,0,0,93.4641,0.5981
Pune,Bike,Storm,Booming,Saturday,14,65.7118,1,0,52.5695,0.1527
Pune,Car,Snowy,Stable,Wednesday,22,51.7918,0,0,25.8959,0.1395
Chennai,Bus,Rainy,Booming,Thursday,1,28.9168,0,0,28.9168,0.4835
Chennai,Bus,Clear,Stable,Sunday,21,68.0485,0,0,68.0485,0.8386
Pune,Rickshaw,Hot,Recession,Wednesday,14,63.3247,0,0,75.9896,0.108
Chennai,Car,Rainy,Stable,Friday,5,59.7194,0,0,29.8597,0.77
Kolkata,Bike,Storm,Stable,Wednesday,0,72.2605,0,0,69.1488,0.067
Pune,Bike,Storm,Booming,Monday,8,76.8,1,0,73.1281,0.1911
Pune,Bike,Clear,Recession,Friday,19,64.5168,0,0,57.3482,0.0407
Bengalore,Bike,Hot,Stable,Saturday,22,86.8249,0,0,78.9318,0.1612
Mumbai,Bike,Clear,Booming,Sunday,0,51.1301,0,0,40.9041,0.3312
Pune,Bike,Rainy,Stable,Wednesday,10,20.427,0,0,16.3416,0.2858
Chennai,Bike,Hot,Stable,Saturday,7,48.3072,0,0,38.6457,0.4179
Delhi,Bike,Clear,Booming,Saturday,14,17.2942,1,0,15.3727,0.9521
Delhi,Bike,Storm,Booming,Wednesday,22,93.033,0,0,89.0268,0.5285
Kolkata,Bike,Rainy,Booming,Friday,12,80.3907,0,0,76.9289,0.0518
Delhi,Bike,Clear,Recession,Wednesday,18,103.9662,1,0,76.3756,0.3897
Mumbai,Bike,Rainy,Stable,Saturday,1,81.0716,0,0,64.8573,0.4528
Delhi,Car,Storm,Stable,Monday,4,40.5381,0,0,21.3359,0.7707
Kolkata,Car,Storm,Booming,Tuesday,23,104.6517,0,0,62.5907,0.0566
Bengalore,Bike,Clear,Recession,Thursday,9,62.8584,0,0,57.144,0.1218
Kolkata,Bike,Snowy,Stable,Monday,20,42.3178,0,0,34.6116,0.0806
Bengalore,Bike,Rainy,Stable,Monday,22,56.9999,0,0,54.5454,0.1652
Mumbai,Bike,Storm,Recession,Wednesday,12,43.8597,0,0,35.0877,0.2436
Pune,Bike,Hot,Booming,Thursday,6,43.4519,0,0,34.7615,0.2922
Delhi,Bike,Rainy,Booming,Sunday,8,67.7421,0,0,64.825,0.4299
Delhi,Bike,Clear,Booming,Wednesday,11,96.2264,0,0,76.9811,0.859
Mumbai,Bike,Storm,Booming,Monday,12,34.6535,0,0,27.7228,0.5234
Kolkata,Car,Snowy,Booming,Tuesday,14,46.6663,0,0,27.9105,0.0858
Delhi,Bike,Rainy,Recession,Sunday,19,87.7406,0,0,83.9623,0.1944
Bengalore,Bike,Rainy,Booming,Sunday,16,47.4924,0,0,45.4473,0.1473
Mumbai,Bus,Clear,Booming,Sunday,17,34.2751,0,1,34.2751,0.5401
Bengalore,Bike,Clear,Recession,Wednesday,21,34.3614,0,0,28.9237,0.1281
Mumbai,Bike,Clear,Booming,Monday,15,89.1553,0,0,71.3242,0.2424
Chennai,Car,Rainy,Stable,Friday,18,38.5501,1,0,19.275,0.4583
Mumbai,Bus,Storm,Stable,Monday,21,38.5002,0,0,38.5002,0.6968
Bengalore,Bike,Snowy,Booming,Thursday,10,72.7646,0,0,69.6312,0.1528
Bengalore,Car,Hot,Booming,Saturday,5,13.3876,0,0,7.6066,0.3773
Delhi,Bike,Rainy,Booming,Saturday,17,59.4445,0,0,56.8847,0.6254
Kolkata,Bike,Snowy,Recession,Tuesday,2,38.384,0,0,36.7311,0.0591
Delhi,Bus,Snowy,Recession,Thursday,18,119.1802,1,0,115.3958,0.4222
Mumbai,Bike,Clear,Booming,Saturday,5,68.4362,0,0,54.749,0.9573
Delhi,Bike,Hot,Booming,Sunday,16,108.4783,0,0,98.6166,0.4475
Mumbai,Bike,Rainy,Booming,Saturday,19,86.4,0,0,94.9997,0.4047
Bengalore,Bike,Storm,Recession,Sunday,14,22.3828,1,0,17.1351,0.1428
Bengalore,Bike,Clear,Booming,Monday,20,29.9035,0,0,25.1713,0.5063
Bengalore,Car,Storm,Booming,Sunday,3,72.4302,0,0,43.3195,0.3725
Chennai,Car,Storm,Recession,Sunday,17,55.3121,0,0,27.6561,0.4365
Kolkata,Bike,Clear,Stable,Saturday,6,101.9375,0,0,92.6705,0.0853
Pune,Bike,Clear,Booming,Tuesday,15,72.3159,0,0,57.8527,0.2681
Mumbai,Car,Storm,Booming,Sunday,0,43.1567,0,0,21.5783,0.4172
Kolkata,Car,Snowy,Stable,Saturday,20,62.7857,0,0,37.5513,0.0565
Chennai,Bike,Storm,Recession,Monday,1,53.1331,0,0,42.5065,0.1557
Mumbai,Car,Clear,Recession,Saturday,20,34.9542,0,0,19.419,0.1264
Pune,Car,Rainy,Stable,Monday,16,64.6243,0,0,32.3122,0.1927
Mumbai,Bike,Snowy,Booming,Wednesday,12,78.1755,0,0,62.5404,0.277
Bengalore,Car,Snowy,Booming,Thursday,16,24.3325,0,0,14.5529,0.2438
Chennai,Bus,Storm,Booming,Monday,22,24.6217,0,0,30.7771,1
Delhi,Bike,Storm,Stable,Monday,23,80.6625,0,0,94.3421,1
Kolkata,Bike,Snowy,Stable,Sunday,7,54.7339,0,0,52.3769,0.0595
Bengalore,Car,Hot,Recession,Friday,3,64.3506,0,0,36.5628,0.0964
Bengalore,Bike,Storm,Stable,Thursday,7,69.1232,1,0,52.9173,0.1931
Pune,Bike,Hot,Recession,Sunday,0,35.2281,0,0,28.1825,0.102
Pune,Bike,Hot,Recession,Wednesday,8,78.0132,1,0,62.4105,0.0404
Bengalore,Car,Rainy,Stable,Tuesday,15,43.4657,0,0,25.9962,0.1863
Pune,Car,Clear,Booming,Wednesday,8,36.7054,1,0,18.3527,0.2583
Chennai,Rickshaw,Snowy,Stable,Friday,3,36.8899,0,0,44.2679,0.508
Delhi,Bike,Hot,Stable,Friday,2,73.4559,0,0,66.7781,0.5966
Kolkata,Bike,Snowy,Stable,Friday,19,57.1333,0,0,46.7291,0.052
Mumbai,Bike,Snowy,Stable,Wednesday,2,63.2104,0,0,50.5683,0.3398
Chennai,Car,Snowy,Booming,Friday,5,79.983,0,0,39.9915,0.515
Pune,Bike,Storm,Recession,Friday,13,28.1566,0,0,22.5253,0.0919
Bengalore,Car,Storm,Booming,Thursday,15,18.4398,0,0,11.0286,0.2595
Pune,Bike,Clear,Stable,Sunday,0,54.5176,0,0,43.6141,0.4119
Kolkata,Car,Storm,Recession,Friday,23,35.6235,0,0,21.3059,0.0154
Delhi,Car,Storm,Booming,Friday,18,51.8712,1,0,30.334,1
Chennai,Bike,Rainy,Stable,Wednesday,6,49.3529,0,0,39.4823,0.5523
Pune,Bike,Storm,Stable,Friday,2,96,0,0,84.508,0.3012
Kolkata,Bike,Rainy,Stable,Monday,7,30.852,1,0,23.6188,0.132
Mumbai,Rickshaw,Clear,Booming,Thursday,1,52.611,0,0,63.1332,0.385
Kolkata,Bike,Hot,Booming,Friday,22,102.6577,0,0,93.3252,0.0885
Kolkata,Bike,Storm,Recession,Sunday,23,46.6447,0,0,44.6361,0.0317
Bengalore,Bus,Rainy,Booming,Wednesday,10,59.8604,0,0,71.6033,0.3466
Chennai,Car,Storm,Booming,Sunday,9,68.961,0,0,34.4805,0.5777
Pune,Bike,Storm,Recession,Wednesday,6,100.7201,0,0,80.5761,0.1609
Chennai,Car,Hot,Stable,Sunday,1,51.3901,0,0,25.695,0.733
Chennai,Bike,Storm,Booming,Friday,8,86.4,1,0,70.4009,0.3225
Mumbai,Bike,Clear,Recession,Tuesday,21,40.9993,0,0,36.4438,0.2267
Mumbai,Car,Hot,Stable,Tuesday,20,41.4187,0,0,20.7094,0.2247
Bengalore,Car,Hot,Recession,Friday,19,101.2966,0,0,57.5549,0.0848
Kolkata,Bike,Storm,Booming,Wednesday,11,62.2918,0,0,59.6094,0.1031
Kolkata,Bike,Clear,Stable,Saturday,15,50.3824,0,0,45.8022,0.1051
Pune,Bike,Rainy,Booming,Friday,1,50.4121,0,0,40.3297,0.2266
Delhi,Bike,Storm,Booming,Sunday,21,115.6933,0,0,110.7113,0.5982
Mumbai,Car,Hot,Stable,Friday,13,46.6901,0,0,23.3451,0.1942
Chennai,Bike,Storm,Booming,Wednesday,10,60.7432,0,0,48.5946,0.6216
Pune,Car,Storm,Stable,Tuesday,3,76.6051,0,0,38.3025,0.2085
Delhi,Bike,Hot,Stable,Friday,21,40.5715,0,0,45.5348,0.9618
Kolkata,Bike,Snowy,Booming,Friday,12,93.0613,0,0,89.0538,0.0792
Pune,Bike,Rainy,Recession,Monday,22,30.7247,0,0,24.5797,0.0316
Delhi,Car,Hot,Stable,Sunday,15,88.2515,0,0,50.1429,0.5285
Mumbai,Bike,Rainy,Recession,Saturday,4,36.2878,0,0,29.0303,0.2048
Delhi,Bike,Snowy,Stable,Sunday,4,55.9205,0,0,53.5125,0.4397
Mumbai,Bike,Rainy,Stable,Sunday,21,106.4984,0,0,85.1987,0.2822
Delhi,Rickshaw,Hot,Recession,Sunday,17,52.0507,0,0,70.9783,0.341
Bengalore,Car,Storm,Stable,Tuesday,0,24.1304,0,0,14.4321,0.246
Delhi,Bike,Rainy,Recession,Wednesday,7,118.6345,1,0,90.8207,0.2845
Chennai,Bike,Rainy,Recession,Saturday,5,35.1542,0,0,28.1233,0.1731
Pune,Car,Clear,Recession,Friday,9,64.4264,0,0,32.2132,0.1154
Pune,Bike,Storm,Recession,Tuesday,8,74.397,1,0,59.5176,0.0387
Kolkata,Bike,Storm,Recession,Saturday,17,69.4643,0,1,66.473,0.0313
Pune,Bike,Hot,Booming,Thursday,17,76.8,1,1,61.5098,0.2759
Pune,Bike,Hot,Stable,Thursday,7,75.4277,1,0,60.3422,0.3193
Kolkata,Bike,Clear,Booming,Wednesday,8,30.5722,1,0,22.2343,0.1382
Mumbai,Car,Hot,Recession,Sunday,1,83.5324,0,0,41.7662,0.0857
Bengalore,Car,Storm,Booming,Friday,10,15.9845,0,0,9.5601,0.2784
Chennai,Bike,Hot,Booming,Wednesday,11,79.1544,0,0,79.1544,0.4257
Mumbai,Car,Hot,Booming,Tuesday,5,93.6357,0,0,46.8179,0.1622
Pune,Bike,Snowy,Recession,Sunday,15,49.1877,0,0,39.3501,0.0256
Mumbai,Car,Snowy,Stable,Friday,23,37.5489,0,0,18.7745,0.4766
Pune,Bike,Storm,Booming,Friday,17,20.2468,1,0,16.1974,0.1261
Kolkata,Bike,Hot,Recession,Tuesday,16,57.2475,0,0,52.0432,0.0335
Bengalore,Bike,Storm,Stable,Wednesday,9,90.5221,0,1,86.624,0.1731
Mumbai,Car,Clear,Stable,Sunday,5,97.2093,0,0,48.6046,0.5224
Chennai,Bike,Hot,Stable,Saturday,1,108,0,0,87.5046,0.5886
Delhi,Bike,Clear,Booming,Sunday,3,92.5422,0,0,84.1293,0.3158
Pune,Car,Storm,Booming,Wednesday,13,80.2652,0,0,40.1326,0.2235
Kolkata,Bike,Rainy,Recession,Monday,6,36.5009,0,1,34.9291,0.041
Delhi,Bike,Storm,Recession,Saturday,22,67.8737,0,0,64.951,0.3481
Kolkata,Bike,Storm,Booming,Saturday,0,83.5185,0,0,79.922,0.0638
Pune,Rickshaw,Hot,Stable,Tuesday,11,24.2978,0,0,29.1573,0.2699
Delhi,Bike,Clear,Stable,Saturday,7,118.6383,0,0,107.853,0.336
Pune,Bike,Hot,Booming,Friday,6,55.1955,0,0,44.1564,0.2328
Bengalore,Bike,Snowy,Stable,Wednesday,6,41.3654,0,0,39.5841,0.1861
Bengalore,Bike,Rainy,Stable,Wednesday,18,57.3788,1,0,40.6726,0.1696
Bengalore,Car,Hot,Booming,Friday,22,58.5958,0,0,33.293,0.231
Kolkata,Car,Snowy,Stable,Wednesday,21,72.9245,0,0,43.6151,0.065
Kolkata,Bike,Rainy,Recession,Wednesday,5,67.9462,0,0,65.0203,0.0625
Pune,Car,Hot,Booming,Thursday,6,56.9801,0,0,28.4901,0.2097
Mumbai,Bike,Storm,Booming,Saturday,6,101.7514,0,0,81.4011,0.4572
Bengalore,Rickshaw,Storm,Booming,Monday,10,74.9487,0,0,107.5819,0.3275
Bengalore,Rickshaw,Clear,Recession,Friday,9,59.9729,0,0,81.7812,0.0879
Kolkata,Bike,Snowy,Recession,Saturday,16,102.2702,0,0,97.8662,0.0298
Pune,Bus,Rainy,Stable,Tuesday,21,53.8245,0,1,53.8245,0.2163
Pune,Bike,Clear,Stable,Tuesday,23,40.8864,0,0,32.7091,0.3682
Chennai,Bike,Snowy,Booming,Monday,17,77.76,1,0,67.0562,0.3176
Bengalore,Car,Rainy,Stable,Wednesday,12,54.3614,0,0,32.5128,0.2187
Mumbai,Bike,Snowy,Booming,Thursday,17,86.4,1,0,76.0355,0.5938
Kolkata,Bike,Storm,Stable,Thursday,1,37.1638,0,0,35.5635,0.0771
Chennai,Bike,Rainy,Booming,Friday,21,51.7318,0,0,45.9838,0.5898
Pune,Bike,Clear,Stable,Monday,1,32.49,0,1,25.992,0.1791
Pune,Bike,Snowy,Recession,Thursday,9,52.8829,0,1,42.3063,0.0348
Bengalore,Bike,Hot,Recession,Saturday,20,85.6667,0,0,77.8788,0.0531
Bengalore,Bike,Rainy,Booming,Monday,8,16.9962,1,0,13.0115,0.3767
Kolkata,Bike,Snowy,Recession,Wednesday,1,25.3463,0,0,24.2548,0.053
Mumbai,Bike,Rainy,Booming,Saturday,21,96.8091,0,0,77.4473,0.4226
Delhi,Car,Clear,Booming,Friday,7,69.3185,1,0,34.6593,0.7522
Kolkata,Bike,Clear,Booming,Saturday,21,102.7786,0,0,93.435,0.1382
Pune,Bike,Hot,Stable,Sunday,13,76.8,1,0,67.7987,0.2937
Pune,Bus,Storm,Recession,Tuesday,15,35.8413,0,0,35.8413,0.0408
Bengalore,Bike,Hot,Recession,Thursday,0,51.0648,0,1,46.4225,0.0556
Bengalore,Bike,Rainy,Booming,Wednesday,2,61.7988,0,0,59.1376,0.2335
Chennai,Bike,Hot,Booming,Thursday,20,50.3418,0,0,44.7483,0.6664
Chennai,Car,Storm,Booming,Friday,23,99.618,0,0,49.809,0.4377
Bengalore,Car,Rainy,Stable,Monday,5,60.5009,0,0,36.1848,0.1644
Kolkata,Bike,Hot,Stable,Sunday,7,71.6718,0,0,65.1562,0.1063
Delhi,Car,Snowy,Stable,Friday,1,15.3153,0,0,14.5395,0.456
Mumbai,Bike,Storm,Booming,Monday,20,63.2195,0,0,56.1951,0.4623
Bengalore,Bike,Storm,Recession,Thursday,7,51.8494,1,0,39.6934,0.1469
Delhi,Car,Hot,Stable,Saturday,11,23.833,0,0,11.9165,0.8747
Pune,Bike,Clear,Booming,Saturday,19,71.3696,0,0,57.0957,0.1588
Bengalore,Bike,Clear,Booming,Monday,13,55.5559,0,0,50.5053,0.183
Mumbai,Bike,Hot,Stable,Tuesday,17,79.3416,1,0,63.4732,0.1364
Delhi,Bike,Storm,Stable,Friday,2,99.4288,0,0,83.7295,0.7119
Pune,Bike,Clear,Recession,Sunday,17,52.3792,0,0,41.9034,0.0318
Bengalore,Bike,Clear,Booming,Saturday,19,65.4785,0,0,59.5259,0.1793
Pune,Bike,Storm,Stable,Sunday,4,49.845,0,0,39.876,0.3543
Delhi,Car,Snowy,Stable,Tuesday,9,43.2113,0,0,25.8441,0.3382
Chennai,Bike,Clear,Stable,Friday,14,78.602,0,0,62.8816,0.6465
Chennai,Bike,Storm,Booming,Tuesday,21,93.8338,0,0,83.4079,0.4376
Pune,Bike,Snowy,Stable,Friday,16,68.5002,0,0,60.8891,0.1154
Mumbai,Bike,Storm,Recession,Wednesday,5,43.4336,0,1,34.7469,0.0596
Kolkata,Bike,Clear,Booming,Monday,3,71.0193,0,0,64.563,0.1021
Delhi,Bike,Storm,Stable,Sunday,6,60.4727,0,0,57.8686,0.5472
Kolkata,Car,Snowy,Stable,Monday,17,52.8048,1,0,25.2654,0.1141
Bengalore,Car,Rainy,Booming,Wednesday,5,75.1261,0,0,44.9319,0.2397
Mumbai,Car,Clear,Recession,Saturday,5,43.0812,0,0,21.5406,0.1129
Pune,Bus,Hot,Stable,Sunday,19,22.6409,0,0,22.6409,0.5205
Mumbai,Bike,Clear,Booming,Tuesday,21,86.6379,0,0,77.0114,0.3345
Pune,Car,Storm,Stable,Thursday,23,88.8662,0,0,44.4331,0.2937
Chennai,Bike,Snowy,Stable,Wednesday,7,42.6678,1,0,34.1343,0.2869
Pune,Bike,Clear,Recession,Sunday,22,89.3102,0,1,71.4482,0.1075
Kolkata,Bike,Clear,Recession,Monday,9,62.705,0,0,57.0045,0.0496
Chennai,Bike,Hot,Stable,Tuesday,15,20.0626,0,0,16.0501,0.3933
Kolkata,Bike,Hot,Booming,Saturday,15,19.8156,0,0,18.0141,0.1039
Kolkata,Bike,Hot,Recession,Wednesday,22,87.712,0,0,79.7382,0.0229
Bengalore,Bike,Storm,Booming,Thursday,14,37.8111,0,0,36.1829,0.1599
Pune,Rickshaw,Storm,Stable,Wednesday,14,54.3076,0,0,65.1691,0.1483
Kolkata,Bike,Clear,Booming,Saturday,7,64.5501,0,0,58.6819,0.0661
Delhi,Bus,Snowy,Recession,Tuesday,6,70.4961,0,0,84.3255,0.4469
Chennai,Car,Snowy,Stable,Saturday,6,37.945,0,0,18.9725,0.5334
Kolkata,Bike,Storm,Booming,Wednesday,15,36.5762,0,0,35.0011,0.0587
Kolkata,Car,Rainy,Stable,Saturday,9,21.2788,0,0,12.7266,0.201
Bengalore,Bike,Storm,Stable,Wednesday,5,21.6103,0,1,20.6797,0.1616
Chennai,Car,Snowy,Booming,Friday,6,58.0752,0,0,29.0376,0.48
Pune,Bike,Clear,Stable,Monday,9,16.298,0,0,13.0384,0.16
Chennai,Bike,Rainy,Stable,Saturday,22,27.1094,0,0,21.6875,0.3398
Chennai,Car,Clear,Recession,Sunday,17,65.0058,0,0,32.5029,0.315
Kolkata,Bike,Clear,Booming,Sunday,3,21.1243,0,0,19.2039,0.0586
Mumbai,Bike,Hot,Recession,Thursday,4,20.37,0,1,16.296,0.0871
Chennai,Bike,Hot,Recession,Saturday,22,67.4004,0,0,53.9203,0.1229
Mumbai,Bike,Rainy,Booming,Tuesday,3,108,0,0,94.5259,0.6366
Delhi,Car,Hot,Stable,Monday,1,19.4112,0,0,17.5065,0.5672
Pune,Car,Clear,Booming,Friday,2,74.626,0,0,37.313,0.2129
Mumbai,Bike,Snowy,Stable,Friday,8,24.0134,1,0,19.2107,0.4091
Delhi,Bike,Hot,Recession,Wednesday,3,42.7821,0,0,38.8928,0.2705
Kolkata,Bike,Rainy,Recession,Monday,5,59.3768,0,0,63.1333,0.0342
Chennai,Bike,Hot,Stable,Wednesday,8,77.76,1,0,73.9524,0.6496
Delhi,Bike,Rainy,Booming,Thursday,2,63.9227,0,0,61.1701,0.526
Bengalore,Bike,Snowy,Booming,Tuesday,19,45.4675,0,0,40.2867,0.1747
Mumbai,Rickshaw,Storm,Booming,Monday,19,22.4093,0,0,26.8912,0.3814
Pune,Bike,Clear,Recession,Monday,16,89.9481,0,0,71.9585,0.0763
Pune,Bike,Rainy,Booming,Monday,17,69.12,1,0,56.9653,0.1236
Kolkata,Bike,Rainy,Booming,Thursday,6,37.067,0,0,35.4709,0.1029
Pune,Car,Rainy,Booming,Thursday,14,86.4,0,0,52.972,0.2165
Chennai,Bike,Clear,Stable,Saturday,16,41.0495,0,0,32.8396,1
Delhi,Bike,Rainy,Stable,Thursday,0,71.7523,0,0,68.6625,0.5079
Mumbai,Bus,Snowy,Stable,Monday,1,69.9177,0,0,69.9177,0.311
Delhi,Bike,Rainy,Stable,Thursday,22,73.8022,0,1,62.1493,0.7943
